Anonymized Message,Valence1,Valence2,Arousal1,Arousal2,Predicted Valence,Predicted Arousal
Happy 4Th of July! See you girls tomorrow!xo,6,6,6,5,7.472,4.682666666666666
Is in a slipknot mood >:o,5,5,2,4,6.76,5.0
"Watched the new harry potter movie tonight.  It was pretty cool, now i'm just waiting on the next one :(                Good news is the previews showed some really awesome movies coming up.  Got The Green Latern, the Green Hornet, and Tron all look friggin awesome.",6,7,4,2,6.612444444444445,4.903555555555556
"is... HAPPY BIRTHDAY, ADAM!!! and ha ha ha, FSU :p......",6,7,7,8,8.876000000000001,7.316000000000001
just spent her day at the beach (:,6,7,4,2,6.066666666666667,3.917333333333333
The furnace is on the blink . . . hoorayÃ‚Â¡ Maybe I can get <PERSON> and <PERSON> furnace maintenance for Christmas.,6,4,4,3,5.986285714285714,4.723428571428571
Did you know that you can make scrambled egg in the microwave? Bachelor tip #77.,6,5,2,2,6.163,4.041
What do you know? The first post I see on MLIA is about Harry Potter. MLIA.,5,5,1,1,5.9234285714285715,4.348571428571429
... I'll chase you thru the house and all thru the yard,5,5,2,2,4.8693333333333335,4.170666666666666
"If the answer lies within, then why is there confusion? Are we blinded, deaf, or just ignorant to the inner voice?",4,3,2,3,3.8228571428571425,4.262857142857143
<PERSON>add me on xbox live !,5,5,6,4,7.432,5.651999999999999
Thank you all who wished me a Happy Birthday..Definatly had a good one  to jump start the year just right! Hope everyone had a Bangin' New Year and God bless all,8,7,4,4,7.3262857142857145,4.657714285714286
an omelette sunday success!,7,6,5,4,7.9399999999999995,5.304
"I have really found it difficult sometimes to be the person that GOD wants me to become. Its a shame that the people who should be supportive are the ones who try their best to tear you down. I changed me to make other people feel better when it was never about them. Always remember that when dealing with GOD, OBEDIENCE IS BETTER THAN SACRIFICE!!!\\""""",4,4,5,8,5.784,4.657333333333334
The wind of evolution is blowing hard.Man must adapt to the inevitable change and adjust his unnecessary desires,5,5,2,3,5.256,4.510222222222223
hi,5,5,1,1,1.0,1.0
"you played me till i left, now theirs nobody left to hear your complaining-- im gone. and all your hearing is your own damn echoes, and im gone and your all alone hearin your own damn echoes. disgusted with trust, ill trust no one no more. just went with the flo, found myself on the floor.",3,2,2,1,4.48,4.494588235294117
Mother Earth.. in the Black Symphony album is epic... and x.x German tutorial then food festival? blech.. *dies inside*,5,6,3,3,6.6576,4.3984000000000005
@work :D,6,6,2,4,1.0,1.0
I offically hate my brother.........Spartacus Blood and Sand. Incrediable,5,4,2,2,4.3100000000000005,5.252
got my learners permit thursday. ha i forgot to post it then x] its totally sweet. i cant wait until my mom puts me on her insurence so i can drive all around tulsa!,6,7,5,4,5.984,4.176888888888889
LIFE HAS NEVER BEEN BETTER!!!!!!!,7,9,8,9,8.344,5.92
lost his damn phone ...,4,4,3,3,3.669333333333334,5.776
"Its easy 2 obtain it all, but y its so hard 2 maintain it all,,,,,smh",3,3,2,3,6.222,4.475999999999999
jlweagfnakwelak4hyjihj3035iy2ow4hj3jyhu2jy2jioagkdavbnjhn hq  Why is everyone so obsessed with how much wood a woodchuck could chuck?[/color],5,5,3,7,5.082,4.622
"ITS HIGH TIME I ADDED PPL I WANT TO ,TO MY FRIEND LIST.",5,5,3,5,6.2733333333333325,4.357333333333333
'MOTOGP  Rest In Peace Tomizawa''.. :(,4,4,2,3,8.384,2.292
Alright long day at school!! Now its time to run jum hurdle and climb!! Goddamn I love Parkour!!,7,8,7,8,5.541333333333333,5.214222222222222
just found out the worst news ever so whatever,3,2,2,2,6.864,5.104
"Glad to see everyone is finding their families\.\""""",6,5,2,1,7.317333333333333,4.9946666666666655
Love is gigantic and unspoken.LOVE IS BLIND BUT WE ARE NOT BLIND,5,6,4,5,5.124,5.029999999999999
"i'm a supergirl, and supergirls don't cry...or do they? or am i not a supergirl at all??",5,4,2,4,4.212,5.699999999999999
Interesting glee this evening!,6,6,5,5,6.554666666666667,4.976000000000001
"TO ALL MY FAM & FRIENDS,THANK YOU FOR ALL MY BIRTHDAY SHOUT OUTS!!!! LUV YA!!!!!",7,7,8,9,7.17,6.264
And the band played Waltzing Matilda...,5,5,1,2,6.184,5.416
"The truth isn't flashy. Flashy words aren't true. Educated people aren't always smart. Smart people don't always have an education. Good people don't argue. People who argue aren't good\----- Tao Te Ching ( <PERSON> translation 2002)\""""",6,5,2,1,6.632421052631578,4.7027368421052635
"want to run, run but don't know from where nor to where ,, just run ...   <PERSON>",5,5,1,2,5.8992,6.3824
LYL,5,5,1,1,1.0,1.0
Help!! I'm trapped in the conference call that will never end!  Rounding hour 3.,4,4,4,5,5.043428571428572,4.828571428571429
new music,5,5,1,1,8.0,5.212
About to go to a movie wit charolatte lol,6,6,3,1,6.722666666666666,4.960000000000001
ggfdfdfdfdf,5,5,1,3,1.0,1.0
the third crossroad must be the most difficult.... hold on to the memories or let go to start anew?,5,4,1,2,5.5336,4.1104
"I'm having a bad I miss <PERSON> day\. For no reason...nothing triggered it...kids aren't driving me too crazy. I just miss his laugh""",4,2,2,2,5.744,5.311
good bye grandma.. i hope u reach a better place.. we love u.. :'(,3,2,2,3,7.089142857142856,4.081142857142858
i want to thank all my wonderful friends and family for my birthday wishes. Yall are the BEST!!!!!,7,7,7,6,8.288,5.677333333333333
Misses <PERSON>,4,5,2,1,1.0,1.0
"Grr, school starts on monday... I'm definitely not looking forward to that.",4,3,3,3,5.978666666666666,4.661333333333333
I want 2 thank everyone 4 wishingme a happy bday...luv u guys,6,8,3,2,7.716,5.66
"A true friend        doesn't care if you're        broke, when your house is        a mess, about your past, or        if your family is filled with        crazies...They love you for        who you are. A true friend        can go long periods of time        without speaking to you        and never question the friendship.",5,6,2,3,6.468444444444445,4.442222222222222
I'm willing to admit that I may not always be right,5,5,2,1,6.5760000000000005,3.9584
in need of insects cant bye any yeat,4,5,1,1,4.54,4.888
"If God's the game that you're playing	Well, we must get more acquainted	Because it has to be so lonely... to be the only one who's holy",5,5,2,3,6.096,3.8728888888888893
OHYERH XD,5,6,4,6,1.0,1.0
they said it would't be easy... but no one told me it would be this hard...,4,3,2,2,5.722666666666666,3.781333333333333
"For the past two days the door to my shop has been frozen closed. Got that unstuck. Tho I have lots to do for the upcoming show, I'm not looking forward to working in this freezing frikin cold!!",4,4,6,5,5.5855999999999995,4.434666666666667
Really looking forward to the Children's Music Compition in Mauldin on the 20th. So excited. The kids have been working so hard and doing such a great job. Their preformance is going to be exstreme. Wait and see.,7,6,3,2,6.620666666666668,4.98
How is everybody today?,6,5,1,1,7.4479999999999995,3.448
"PEACE I can picture in my minds eye a world without conflict, a world without war. Then I can picture us attacking it, because they would never expect it! \\^/",4,4,3,4,5.34523076923077,4.642461538461538
Definitely absolutely doubting the certainty,4,5,1,2,5.02,4.84
Interesting video for a man with butter fingers.,5,5,1,1,6.822,5.044
Many blessings to you all on this HOT Monday!,6,7,4,5,6.676,5.404
nursery practice whoot.,6,5,2,1,7.312,4.952
Just need to get out of my own way and put myself out there... Easier said than done:/,4,4,2,3,5.5,4.682
Cmon Arsenal!! It's now or never..show them wat we are made off...,6,6,5,5,5.151999999999999,7.048
i hate the way she smile. so plastic! so stupid and yet so pathetic. CHAR!,3,1,6,6,4.065142857142857,4.747428571428571
"Dare to take chances.,)",7,7,3,3,7.02,6.3
ah its nice to be back in Sheptown--back to the grind tomorrow. also if you haven't seen Sherlock Holmes do it NOW it was AWESOME!!!!,6,7,7,7,6.66857142857143,4.580571428571428
Thank you,6,5,1,1,8.664,3.824
This day could not possibly get any worse! :/,3,2,4,5,4.938000000000001,4.934
"10:26, man, iv been up a toltal of 31 hours, im way high an way tierd, talk to meh, he... <URL>",4,4,1,2,5.726666666666667,3.8253333333333335
Real Pirate Wenches suck c0ck like it's gunna cum rum!,4,4,5,5,4.9984,5.2976
is ready for delicious Christmas cookies a la Lexi!,6,6,4,5,7.958,5.018
cuddling with lukas in my bed hes so fluffly!!! but only if.....,5,6,6,6,7.084,3.9400000000000004
LOVE IS LIFE,6,8,3,5,8.672,5.536
Well no final decision til the 26th....=( judge got pissed off and told us hed had enough....,3,3,3,4,4.068,6.154
Going to the Biltmore tomorrow! Yeah!,6,7,6,5,7.336,4.016
back to the way things are suppose to be,5,6,2,1,5.2528,3.3376
well orlando couldnt come through but its all good tomorrow starts a new fun filled week of work,4,4,2,1,7.083428571428572,4.627428571428571
phone blowed up today need phone numbers please,4,5,1,1,6.088,3.8943999999999996
i am so excited to see Grown Up's the latest Adam Sandler flick out on dvd tomorow!,6,6,6,5,6.949333333333333,5.642666666666667
Can't find wat I'm lookin for,4,4,2,1,7.192,5.44
want my hair to grow faster!,5,5,4,4,6.778666666666667,4.848000000000001
is bye bye wisdom teeth!!,5,5,5,5,5.4,3.9719999999999995
Hey yall. I'm going to tennis camp tommorow.,5,5,3,1,5.976,5.5440000000000005
less than a month to go.....yahoo!!!,6,7,7,6,5.212,4.038
definatly go see Inception if ya havent,5,5,2,1,5.664000000000001,4.026666666666667
"sitting next to her,watching her smile,talk,laugh,kiss,hug makes me feels stronger and warmth. is as if half my life belongs to her. finally,we meet again.. after so long you've been missing from my view.. im ready to take to the next level.. it may take lots of consequences but for the sake of love and trying,i will try. you are my drug, and my only personal brand of heroin.",7,8,2,3,6.567714285714284,4.679714285714286
I adpoted a solider and james asked what is the program and mom told him its where we move him into your room! lets just say james didnt like that idea...,5,4,3,3,6.614857142857143,4.188571428571429
"Netflix movies that arrived today: Fool's Gold\ and \""Definitely""",5,5,1,1,7.5840000000000005,4.7813333333333325
IT'S 7:00 AM I'M UP WATCHING CSI MIAMI (FAV SHOW),6,6,4,5,6.3839999999999995,7.167999999999999
I hate <PERSON> and <PERSON>,3,3,3,1,1.248,7.416
Thanks for all the wonderful Birthday Wishes!  I am having a great day with my most precious gift ever!!,7,8,7,6,8.236571428571429,5.645714285714286
going to get my husband going to get my husband !!!! I LOVE FRIDAYS but i sure do hate sunday nights :(,4,7,8,7,6.531555555555555,5.020444444444444
GOOD MORNING FB HAVE A GREAT DAY!,7,7,5,8,7.496,4.0816
i cant seem to escape the neonatal vehicle,4,5,2,1,5.042,5.322
Thank you for the birthday wishes! :),6,7,5,5,8.708,5.788
:'(,3,2,1,4,1.0,1.0
Insomnia again...I'm too tired to sleep...my head aches....I feel beat up...,4,3,1,2,4.537333333333333,4.651999999999999
"What a beautiful night it is outside. The clear sky and big, bright full moon are amazing and it's warm and windy. Can't remember the last time we had that in February!",7,7,3,4,6.92676923076923,4.430153846153846
watchin to catch a predator... there are some sick people in this world,4,3,2,2,4.2064,4.8752
"At last, the sun is beginning to set later.  4:43 yesterday; 4:44 today.",5,5,2,1,6.632,4.203200000000001
I love life,6,9,1,1,8.672,5.536
"I have made an observation: the more senior the person, the more smartly dressed they are during the day, but interestingly, the more casually dressed they are in the evening.",5,5,2,1,6.065142857142857,3.678857142857143
Fake(+)(+) Perfect (o)(o) Perky (*)(*) Cold (^)(^) and even Grandma's \\./\\./ Big ( o )( o ) or Small (.)(.) Save them all! Repost for Breast Cancer Awareness!,6,6,4,4,5.76,5.1056
need to thnk :(,4,4,1,4,5.08,5.592
"I can tell whenever someone enters my server, even when I'm not on Minecraft or are looking at the software.		The lag spike slows my music.",5,5,2,1,5.417142857142857,4.193142857142856
Holiday world is going to be a beast,6,4,3,1,5.9079999999999995,4.6899999999999995
i'm not aloud to touch my cats kittens yet :'(,4,3,2,4,5.4159999999999995,5.76
WOOO just passed my road test!,6,7,6,6,5.42,4.616
just got back from livesAblaze,5,5,1,1,4.504,3.824
Thanks for the all Birthday wishes,6,5,2,1,8.548,6.264
"Today is National Coming Out Day. I'm coming out for lesbian, gay, bisexual and transgender equality because it's 2010 and only five states plus DC recognize that love, not gender, is what matters in a marriage. Donate your status and join me by clicking here:  <URL>",6,6,2,2,6.459294117647058,4.526588235294118
Copy this into your status and see what people rate you. 1:Crazy. 2:I'd Marry You. 3:Talkative. 4:Sarcastic. 5:Lovable. 6:Clubhead. 7:Moody. 8:Dumb. 9: Spoiled. 10:Mouthy. 11:Random. 12:Hot. 13:Funny. 14:Fit. 15:Amazing. 16:Tough. 17:Cute. 18:Bf/Gf Type. 19:Player. 20:The Best. 21:Freak. 22:Quiet. 23:Sexy. 24: Adorable. 25: Annoying. 26: Rude. 27:Boring. 28: Trust-Worthy. 29: Life Saver.,5,5,1,3,5.4319999999999995,5.315200000000001
Had a great birthday with friends and had lots of fun and wish it never would have ended.,7,7,2,1,6.956444444444444,5.589333333333333
"backpack got stolen, pe teacha hates me. yeaa 2010 isnt going so good -_-",4,2,2,2,5.8613333333333335,4.445333333333332
"We got spirt,  yes we do, We got spirt how 'bout you.... i think i will vomit next time i hear that.",4,3,2,3,5.3417142857142865,4.952
I cut candys hair of lol.....like 14 cm off it!!!!,6,5,8,6,5.776000000000001,3.7439999999999998
"last night with my sweetheart kaitlyn so fun lol. so is the best girl in the world ,)",6,8,3,2,7.1392,5.2048000000000005
"I am a gun owner I do believe in the right to keep and bear arms. One Facebooker has challenged all gun owners to put this on their wall. The Supreme Court of the United States has affirmed that the right to keep and bear arms is a fundamental right of the individual. If you Believe in the 2nd Amendment and you are not afraid to show it, re-post this. ***Aim well, live free",6,6,2,3,5.725793103448277,4.99751724137931
You look into the mirror  of Erised.  What do you see?,5,5,1,1,6.402000000000001,4.112
Gain Muscle and Maintain    Bodyfat Level                              Current Weight            Calories            Protein,5,5,1,1,6.0365714285714285,4.238857142857142
yummy brisket for my birthday alll right,6,6,3,2,7.2780000000000005,5.248
should be looking for a job right now.,5,4,1,1,6.610666666666667,4.021333333333333
Is quite exhausted by many things and wishes she could see and hug <PERSON> (will be soon hopefully) and get away into the country as well as have a couple of drinks!!!,5,4,6,6,6.2967272727272725,4.385454545454546
didn't get nothin done i said i was today..... still got jr !!!!!... (bullshit !!!!!) at least it should be different 2marrow !!!! (i hope !!!!!),4,5,7,9,6.062666666666667,4.3693333333333335
I'm back! And not a moment too soon,5,5,4,5,5.167999999999999,4.152
Senior night!!!! ^^,5,6,7,7,5.636,4.244
I have a problem - f(x) = exp(((log(((((a^2) + 1)*((x / (f * 100)).^(2*e))+(b^2)))) - log(((1/(d^2)) - (((a^2) + 1) - 1)))) * (1/(2*e))) + (log(1/c))) * 100,5,5,1,1,5.1472,4.4336
